th01,th02,th03,th04,th11,th12,th13,th14,th21,th22,th23,th24,th31,th32,th33,th34,th41,th42,th43,th44,?
0.0027979684335028153,1.0388601879498691,1.569173907487527,3.1401905793517315,0.0027979688591294205,1.0388601880436645,1.5691732064503168,3.1411905792047303,0.0027979696659840153,1.0388601883924238,1.5691725051926646,3.142190579567545,0.0027979708540667304,1.0388601889961768,1.5691718037160207,3.143190580440251,0.002797972423377821,1.0388601898548797,1.5691711020218726,3.144190581822844,
0.003072863031827429,1.0380470608822014,1.5690137493306582,3.1400524962174607,0.0030728635248636767,1.0380470609815415,1.569012979263764,3.1410524960123247,0.003072864436549812,1.0380470613609591,1.5690122089545944,3.1420524963672194,0.0030728657668860184,1.0380470620204905,1.5690114384047422,3.1430524972822234,0.0030728675158726167,1.038047062960088,1.5690106676158426,3.1440524987573304,
0.0033609431509651786,1.0371960632878099,1.568845762903784,3.1399077262691777,0.0033609437196104246,1.0371960633922395,1.56884492046666,3.140907725994649,0.0033609447461162875,1.0371960638030826,1.5688440777643475,3.1419077263328017,0.0033609462304829934,1.0371960645203713,1.5688432347985883,3.142907727283708,0.0033609481727109366,1.0371960655440646,1.5688423915711665,3.1439077288473762,
0.003662263428366337,1.0363071874775578,1.5686698956297196,3.1397562331619446,0.003662264081548337,1.0363071875865224,1.5686689774639775,3.140756232805542,0.0036622652335971113,1.0363071880294552,1.5686680590090416,3.1417562331169133,0.003662266884512949,1.0363071888063957,1.5686671402668084,3.1427562340961304,0.0036622690342963298,1.036307189917301,1.5686662212392244,3.1437562357432096,
0.003976880914021779,1.035380425381609,1.5684860924209252,3.139597978890322,0.003976881661437619,1.0353804254944396,1.568485095149517,3.140597978438272,0.003976882950528744,1.0353804259700283,1.5684840975638077,3.1415979787115345,0.003976884781295513,1.0353804268084166,1.568483099665862,3.142597979710204,0.003976887153738511,1.03538042800956,1.5684821014577885,3.143597981434288,
0.004304855068324301,1.0344157685447422,1.5682942956563395,3.1394329237821683,0.004304855920482532,1.0344157686606559,1.568293215882745,3.1404329232193215,0.00430485735893413,1.0344157691693536,1.5682921357686321,3.141432923441804,0.004304859383679534,1.0344157700708818,1.568291055316239,3.1424329244497304,0.004304861994719419,1.0344157713651978,1.5682899745278442,3.143432926243095,
0.004646247759817779,1.0334132081215581,1.5680944451571213,3.139261026492102,0.0046462487280817845,1.0334132082396468,1.5680932794645264,3.1402610258018715,0.004646250329074305,1.0334132087817929,1.5680921134040764,3.14126102595948,0.004646252562795887,1.0334132097480506,1.5680909469781885,3.142261026965051,0.004646255429247314,1.0334132111383694,1.5680897801893174,3.1432610288185803,
0.005001123262830601,1.0323727348715872,1.5678864781612791,3.1390822439946318,0.0050011243594632595,1.0323727349908134,1.5678852231117566,3.1400822431589157,0.005001126137084452,1.032372735566627,1.567883967665908,3.1410822432360628,0.005001128595694854,1.0323727365990858,1.5678827118263412,3.142082244226179,0.0050011317352953825,1.0323727380881376,1.567881455595693,3.143082246129283,
0.005369548254989606,1.0312943391543146,1.5676703292971657,3.138896531576945,0.005369549493199282,1.0312943392735021,1.567668981430848,3.139896530576049,0.005369551462490519,1.0312943398830736,1.5676676331385935,3.1408965305555623,0.0053695541628641045,1.0312943409830855,1.5676662844232023,3.1418965315155765,0.0053695575943211275,1.0312943425734855,1.5676649352875025,3.1428965334561254,
0.005751591814610318,1.030178010924125,1.5674459305558504,3.138703842831325,0.005751593208598339,1.030178011041954,1.567444486390105,3.139703841643891,0.005751595385602341,1.030178011685237,1.567443041767655,3.1407038415069426,0.0057515983456232446,1.0301780128540288,1.5674415966915007,3.141703842420569,0.005751602088662333,1.0301780145482773,1.5674401511646714,3.142703844384818,
0.006147325417959003,1.0290237397251967,1.5672132112623214,3.1385041296472296,0.006147326982968578,1.0290237398402013,1.5672116672909169,3.139504128250144,0.006147329384778667,1.0290237405170066,1.567210122830869,3.1405041279761785,0.006147332623390339,1.0290237417556725,1.5672085778853877,3.1415041288254164,0.006147336698805082,1.0290237435561436,1.5672070324577139,3.1425041307979127,
0.006556822936381532,1.0278315146863641,1.5669720980455146,3.1382973422029683,0.006556824688748304,1.027831514796911,1.5669704507377793,3.139297340571283,0.006556827333559212,1.027831515506902,1.5669688029082829,3.140297340137925,0.006556830870815512,1.0278315168163938,1.5669671545604549,3.1412973409029674,0.006556835300518925,1.0278315187253348,1.566965505697746,3.1422973428664815,
0.006980160633293818,1.0266013245159316,1.5667225148071506,3.1380834289570085,0.006980162590497952,1.0266013246202246,1.5667207606071416,3.1390834270638517,0.006980165497658277,1.0266013253629036,1.5667190058510576,3.14008342644682,0.006980169354776247,1.0266013267440282,1.566717250542556,3.1410834271059827,0.006980174161853821,1.0266013287635474,1.5667154946853068,3.1420834290414117,
0.007417417161027795,1.0253331574965006,1.5664643826893656,3.137862336638889,0.00741741934174789,1.025333157592567,1.5664625180150156,3.138862334455373,0.007417422531814251,1.0253331583672758,1.5664606527490719,3.1398623336283933,0.007417426731228554,1.0253331598206834,1.5664587868954225,3.140862334158011,0.007417431939993027,1.0253331619527424,1.5664569204579666,3.141862336044306,
0.007868673557526846,1.0240270014798016,1.5661976200410956,3.137634010239715,0.007868675981695536,1.0240270015654878,1.5661956412833749,3.138634007734849,0.007868679476488514,1.0240270023713913,1.5661936618973167,3.139634006669559,0.007868684041907685,1.0240270038975732,1.5661916818870492,3.140634007043899,0.00786868967795559,1.024027006143983,1.5661897012567056,3.141634008857961,
0.008334013242883586,1.0226828438815585,1.5659221423832352,3.1373983930022273,0.008334015931745072,1.0226828439545166,1.56592004590529,3.138398390142821,0.008334019754407018,1.022682844790603,1.5659179487610255,3.1393983888086807,0.008334024710871595,1.022682846389877,1.5659158509548181,3.1403983889998552,0.008334030801141673,1.02268284875229,1.5659137524910416,3.141398390716439,
0.008813522015712777,1.0213006716764037,1.5656378623725005,3.1371554264104824,0.008813524991882277,1.0213006717340847,1.5656356445087984,3.138155423161044,0.008813529166937065,1.0213006725991536,1.5656334259395395,3.1391554215252193,0.00881353454087964,1.0213006742716622,1.5656312066693576,3.140155421503082,0.008813541113713188,1.0213006767515658,1.5656289867028805,3.141155423094715,
0.009307288049351192,1.0198804713928749,1.565344689764003,3.136905050179033,0.009307291336876402,1.0198804714325231,1.5653423468194676,3.137905046501658,0.009307295890291226,1.019880472325171,1.5653400031288724,3.1389050445289537,0.00930730170959851,1.0198804740708696,1.5653376586971064,3.13990504426099,0.009307308794801796,1.0198804766695766,1.5653353135290686,3.1409050456978553,
0.009815401887875778,1.0184222291084961,1.5650425313725131,3.136647202241684,0.009815405512300462,1.0184222291271354,1.5650400596216596,3.137647198095969,0.00981541047154971,1.0184222300457557,1.565037587082956,3.1386471957486908,0.00981541676562677,1.0184222318644072,1.565035113761557,3.139647195199924,0.009815424394535536,1.0184222345830456,1.565032639662633,3.1406471964497684,
0.010337956441930786,1.0169259304449971,1.56473129103238,3.1363818187397863,0.010337960430360534,1.0169259304394243,1.5647286867184373,3.1373818140827,0.010337965824491918,1.0169259313821917,1.5647260815735513,3.1383818113205617,0.010337972624328524,1.0169259332733545,1.5647234756031487,3.1393818104534468,0.010337980829874693,1.0169259361128646,1.5647208688126812,3.1403818114814537,
0.010875046984353596,1.015391560563671,1.5644108695560772,3.136108834010024,0.010875051365523986,1.0153915605304442,1.5644081288901124,3.1371088287958067,0.01087505722522685,1.0153915614953142,1.564405387348788,3.1381088255758067,0.010875064563466192,1.0153915634583328,1.5644026449378095,3.1391088243501093,0.010875073380246854,1.0153915664194537,1.5643999016629202,3.140108825118814,
0.011426771145588547,1.0138191041609148,1.5640811646913644,3.1358281805717163,0.01142677594993549,1.0138191040963442,1.5640782838513956,3.136828174751756,0.011426782307611624,1.0138191050810346,1.5640754020903058,3.1378281710280715,0.011426790218621408,1.0138191071150353,1.5640725194140954,3.1388281694007505,0.01142679968297018,1.0138191101983003,1.5640696358288022,3.1398281698699044,
0.011993228908876694,1.0122085454639738,1.5637420710770378,3.1355397891136105,0.011993234168609413,1.012208545364113,1.563739046207136,3.136539782636323,0.011993241058446237,1.0122085463660975,1.563736020368997,3.1375397783601846,0.011993249578392182,1.0122085484699752,1.563732993568916,3.13853977628528,0.011993259728453094,1.0122085516757018,1.5637299658132338,3.1395397764117337,
0.012574522605209006,1.0105598682269228,1.5633934801972136,3.1352435884801415,0.012574528354385509,1.0105598680875558,1.5633903074066124,3.136243581290842,0.012574535812431948,1.010559869104055,1.5633871335992744,3.1372435764104023,0.012574544979353891,1.0105598712764672,1.5633839587818052,3.1382435738389067,0.012574555855157793,1.0105598746047486,1.5633807829608508,3.1392435735764908,
0.013170756908029364,1.0088730557269134,1.5630352803341578,3.134939505657139,0.013170763182634604,1.0088730555435477,1.5630319556963437,3.1359394976979127,0.01317077124687952,1.0088730565715187,1.563028629991894,3.1369394921581257,0.013170781100770251,1.008873058810871,1.5630253032277286,3.137939489037859,0.013170792744313918,1.0088730622615627,1.563021975410811,3.1389394883372472,
0.013782038827672576,1.0071480907607309,1.5626673565196143,3.1346274657569912,0.013782045665699407,1.0071480905285848,1.5626638760714142,3.135627456966568,0.013782054376152856,1.0071480915647129,1.5626603945052548,3.136627450709043,0.013782064959039678,1.0071480938691544,1.5626569118283864,3.1376274469845096,0.013782077414367728,1.0071480974418703,1.5626534280480886,3.138627445793104,
0.014408477705521758,1.0053849556416934,1.5622895904845764,3.1343073920032385,0.014408485147054747,1.0053849553556886,1.5622859502252375,3.135307382316839,0.014408494545832116,1.0053849563963704,1.5622823087951716,3.136307375279711,0.01440850590186128,1.0053849587637838,1.5622786662019623,3.137307370891967,0.014408519215150907,1.0053849624578821,1.562275022453229,3.138307369153743,
0.015050185207868022,1.0035836321969227,1.5619018606075263,3.1339792057145504,0.01505019329517025,1.0035836318516644,1.561898056497784,3.134979195063737,0.015050203426579388,1.0035836328930072,1.5618942511630813,3.1359791871815226,0.015050215602103583,1.0035836353209908,1.561890444611344,3.1369791820680266,0.01505022982175233,1.0035836391355744,1.5618866368505386,3.137979179723392,
0.015707275319454414,1.0017441017650315,1.561504041861046,3.133642826288095,0.01570728409705743,1.00174410135481,1.5615000698221935,3.1346428146006318,0.01570729500768892,1.0017441023926137,1.5614960965026556,3.1356428058040753,0.015707308051357793,1.0017441048784788,1.5614921219107145,3.136642799898547,0.015707323228074416,1.0017441088123733,1.56148814605468,3.137642796884192,
0.01637986433668459,0.999866345194286,1.561096005756833,3.1332981711823016,0.016379873851481562,0.9998663447130564,1.5610918616697687,3.134298158381997,0.01637988559030211,0.9998663457428009,1.5610877162447827,3.135298148597911,0.0163798995531561,0.9998663482835671,1.5610835694905179,3.1362981418301703,0.016379915740054683,0.9998663523353151,1.5610794214156394,3.1372981380789207,
0.01706807086047535,0.9979503428412633,1.560677620289014,3.1329451558989465,0.017068081161817496,0.9979503422826357,1.5606732999932933,3.1339451419054956,0.017068093780266805,0.9979503432994831,1.5606689783008747,3.1349451310566017,0.017068108715834158,0.9979503458918518,1.5606646552207706,3.1359451233524096,0.017068125968531637,0.9979503500597066,1.5606603307620173,3.1369451187930606,
0.01777201578873046,0.9959960745700678,1.5602487498757949,3.132583693964604,0.017772026928526963,0.9959960739272986,1.5602442491686648,3.1335836786934013,0.017772040480618072,0.9959960749260682,1.560239747004495,3.134583666698171,0.017772056445015557,0.9959960775664272,1.560235243392679,3.1355836579790584,0.017772074821732566,0.9959960818483387,1.5602307383426264,3.1365836525362116,
0.018491822308412266,0.9940035197521526,1.5598092552993545,3.1322136969113705,0.018491834341234,0.9940035190181304,1.5598045699347765,3.1332136802733555,0.018491848883656948,0.9940035199932953,1.5597998830512292,3.134213667045829,0.018491865935693977,0.9940035226777004,1.5597951946584923,3.1352136572289298,0.018491885497359348,0.9940035270713078,1.5597905047663627,3.136213650822819,
0.019227615887184926,0.9919726572667954,1.559358993643971,3.131835074256914,0.019227628870371518,0.9919726564340311,1.5593541193316423,3.132835056158388,0.019227644462601116,0.9919726573797061,1.5593492434367986,3.133835041607987,0.019227662663887715,0.991972660103871,1.5593443659696102,3.1348350306058617,0.01922768347424679,0.9919726646064932,1.5593394869402748,3.135835023152174,
0.019979524264602148,0.9899034655022888,1.5588978182323432,3.131447733483778,0.019979538258373158,0.9899034645629039,1.5588927506366992,3.1324477138262132,0.019979554962780408,0.9899034654728319,1.5588876813933514,3.1334476978575747,0.019979574377839017,0.9899034682321224,1.558882610512867,3.1344476855780123,0.019979596503565757,0.9899034728407451,1.5588775380058535,3.135447676987706,
0.020747677442810197,0.9877959223579041,1.5584255785600567,3.1310515800179606,0.02074769251038035,0.9877959213036209,1.5584203132992696,3.132051558697797,0.02074771039234785,0.9877959221711646,1.5584150463239135,3.1330515412105586,0.020747731088729064,0.9877959249605845,1.5584097776449688,3.134051527556402,0.020747754599542152,0.9877959296718536,1.5584045072734516,3.1350515177355036,
0.021532207676734617,0.985650005246688,1.5579421202281645,3.130646517206675,0.021532223884432954,0.9856500040688155,1.557936652873125,3.1316464941151345,0.021532243012474514,0.9856500048869455,1.5579311837349465,3.132646475003738,0.0215322650608771,0.985650007701129,1.5579257128250301,3.1336464598726637,0.021532290029660218,0.9856500125113383,1.557920240154817,3.1346464487220875,
0.022333249463717404,0.9834656910991566,1.557447284873837,3.130232446295362,0.022333266881110862,0.9834656897885806,1.5574416109471223,3.1312324213182277,0.022333287326995473,0.9834656905498663,1.5574359351669635,3.1322324004717235,0.022333310801390463,0.9834656933830636,1.5574302575451942,3.1332323837560425,0.02233333730431695,0.983465698288148,1.5574245780936864,3.134232371171374,
0.023150939532568842,0.9812429563679582,1.5569409100990335,3.1298092664038712,0.023150958232590297,0.9812429549151305,1.556935025073871,3.1308092394212688,0.023150980071470376,0.981242955611728,1.556929138123192,3.1318092167230893,0.02315100504922992,0.9812429584577986,1.5569232492592728,3.1328091983095363,0.02315103316589164,0.9812429634533236,1.5569173584944265,3.133809184180802,
0.023985416831996113,0.9789817770335791,1.556422829397169,3.1293768745017854,0.023985436891076895,0.9789817754285062,1.5564167286963775,3.130376845387966,0.023985460201621327,0.9789817760521468,1.5564106259962003,3.131376820715703,0.023985486763651847,0.9789817789045514,1.5564045213093631,3.1323768004852033,0.023985516577192872,0.9789817839857028,1.556398414648632,3.1333767846966665,
0.024836822518367767,0.9766821286111603,1.5558928720777128,3.1289351653829054,0.024836844016575085,0.9766821268433915,1.5558865510726367,3.1299351340060073,0.024836868881106786,0.9766821273853755,1.5558802279924724,3.1309351072311804,0.024836897111987107,0.9766821302371643,1.5558739028504123,3.131935085058621,0.0248369287092422,0.976682135398739,1.5558675756596743,3.132935067488547,
0.025705299942771,0.974343986158517,1.555350863188686,3.1284840316388274,0.025705322963950256,0.9743439842171365,1.5553443171981165,3.1294839978606404,0.025705349468588934,0.9743439846683203,1.555337769054891,3.1304839688484414,0.025705379456713175,0.9743439875121216,1.5553312187726722,3.131483944602433,0.025705412928351046,0.9743439927485232,1.5553246663651472,3.1324839251228447,
0.026590994637315808,0.9719673242854389,1.5547966234370174,3.128023363631619,0.02659101926923781,0.9719673221590543,1.5547898477260886,3.1290233273073254,0.026591047504047633,0.9719673225098434,1.5547830697830376,3.1300232959163785,0.026591079341773384,0.9719673253378582,1.5547762896220032,3.1310232694590074,0.026591114782445063,0.9719673306430842,1.5547695072571541,3.1320232479354364,
0.027494054300636186,0.9695521171643603,1.5542299691066839,3.1275530494655506,0.02749408063514998,0.9695521148410932,1.554222958885771,3.1285530104434573,0.02749411069429258,0.969552115081431,1.5542159463513279,3.1295529765255674,0.02749414447809416,0.9695521178854233,1.5542089315179866,3.1305529477121192,0.027494181986586815,0.9695521232530597,1.5542019144004018,3.1315529240033495,
0.02841462878253713,0.9670983385424958,1.5536507119746377,3.1270729749578545,0.02841465691572797,0.9670983360099743,1.5536434623982192,3.1280729330791366,0.02841468889762085,0.9670983361293324,1.5536362104248904,3.1290728964790024,0.02841472472824819,0.9670983389006229,1.5536289560697816,3.130072865157708,0.02841476440764422,0.9670983443238365,1.553621699348046,3.1310728391154976,
0.029352870067730828,0.9646059617555434,1.5530586592244087,3.1265830236084966,0.029352900100083932,0.9646059590008905,1.5530511653899326,3.127582978706905,0.029352934107564593,0.9646059589882645,1.553043669073148,3.128582939261844,0.029352972090207576,0.9646059617177213,1.5530361702896969,3.129582905273597,0.029353014048049512,0.9646059671892538,1.553028669055243,3.1305828767424084,
0.030308932258603472,0.9620749597430533,1.5524536133574018,3.126083076568942,0.030308964295173567,0.9620749567528805,1.5524458703041133,3.1270830284705085,0.03030900043566942,0.9620749565967823,1.5524381246810657,3.1280829860101735,0.030309040680128328,0.9620749592748146,1.5524303765044245,3.1290829491882315,0.0303090850285893,0.9620749647869751,1.5524226257903704,3.1300829180049377,
0.03128297155694961,0.9595053050655763,1.551835372101776,3.1255730126098475,0.03128300570753651,0.9595053018259773,1.5518273748095481,3.126572961132588,0.031283044093240814,0.959505301514427,1.5518193748580154,3.1275729154786562,0.03128308671410241,0.9595053041309812,1.5518113722638738,3.128572875648346,0.031283133570162956,0.9595053096756423,1.5518033670438376,3.1295728416419215,
0.032275146244607,0.9568969699237097,1.5512037283189162,3.1250527080876935,0.032275182623937276,0.956896966420252,1.5511954717070418,3.1260526530413015,0.0322752233719913,0.956896965940772,1.5511872123441837,3.1270526040071465,0.03227526848881154,0.956896968485326,1.5511789502475783,3.128052560985547,0.03227531797444248,0.9568969740539206,1.5511706854344782,3.129052523976777,
0.03328561666292115,0.9542499261791548,1.5505584699073864,3.124522036910316,0.03328565539083656,0.9542499223968766,1.550549948833372,3.125521978095818,0.03328569862351802,0.954249921736487,1.550541424914517,3.12652192548621,0.03328574636101082,0.9542499241980466,1.5505328981686006,3.127521879081823,0.033285798603362574,0.9542499297815631,1.5505243686134338,3.1285218388829534,
0.03431454519096383,0.9515641453779222,1.5498993797043736,3.1239808705013035,0.03431458639261596,0.951564141301326,1.5498905889626988,3.1249808077107204,0.034314632237534344,0.9515641404465431,1.5498817952800972,3.1259807513214732,0.03431468272576741,0.951564142813637,1.5498729986749096,3.1269807013338937,0.034314737857365836,0.9515641484026183,1.5498641991655127,3.1279806577483042,
0.03536209622242566,0.9488395987758114,1.5492262353845334,3.123429077763213,0.03536214002847758,0.9488395943888641,1.5492171697053903,3.1244290107792225,0.03536218861877621,0.9488395933256958,1.5492081009869623,3.1254289503968327,0.03536224199337337,0.9488395955863768,1.549199029248165,3.126428896616394,0.03536230015232281,0.9488396011709179,1.549189954507948,3.127428849438245,
0.03642843614109772,0.9460762573663221,1.548538809356195,3.122866525039628,0.03642848268793281,0.9460762526524472,1.5485294634042073,3.123866453635183,0.03642853416249808,0.9460762513663944,1.5485201143122613,3.1248663890364794,0.03642859056484859,0.9460762535082367,1.5485107620998553,3.125866331243887,0.036428651895041575,0.9460762590779894,1.5485014067865248,3.126866280257756,
0.037513733294851755,0.9432740919111218,1.547836868654888,3.122293076075965,0.03751378272478971,0.943274086853203,1.5478272370278168,3.123293000013916,0.037513837228467205,0.9432740853292579,1.5478176021577437,3.1242929309656753,0.037513896805942866,0.943274087339361,1.5478079640647626,3.125292868931627,0.037513961457277485,0.9432740928835306,1.547798322769006,3.1262928139121353,
0.03861815796802355,0.9404330729732497,1.547120174834132,3.1217085919790466,0.03861821042954391,0.9404330675536333,1.54711025206154,3.122708511011754,0.03861826811336255,0.9404330657762804,1.5471003259404843,3.123708437270299,0.03861833101954188,0.9404330676412693,1.5470903964916713,3.1247083707550893,0.03861839914814636,0.9404330731486229,1.547080463735835,3.125708311466507,
0.03974188235209807,0.9375531709532091,1.5463884838534276,3.1211129311753876,0.039741938000071614,0.9375531651537037,1.5463782643953377,3.1221128450443,0.03974199902147529,0.9375531631069262,1.5463680414808527,3.123112766355098,0.03974206541637567,0.9375531648129596,1.5463578151313002,3.1241126951082148,0.03974213718484095,0.9375531702718274,1.5463475853680346,3.125112631304048,
0.040885080514589014,0.934634356128129,1.5456415459634416,3.12050594936815,0.04088513951051681,0.9346343499300109,1.5456310242089502,3.1215058578033905,0.04088520403360416,0.9346343475972951,1.5456204988876154,3.12250577390063,0.040885274083921855,0.9346343491300678,1.5456099700213934,3.123505697660319,0.040885349661542114,0.9346343545283554,1.5455994376322708,3.124505629082891,
