th01,th02,th03,th04,th11,th12,th13,th14,th21,th22,th23,th24,th31,th32,th33,th34,th41,th42,th43,th44,?
6.942656826745564E-4,1.0453490542713666,1.5703951076714198,1.5707962957860038,6.942655406608145E-4,1.0453490541973098,1.5703953392407755,1.5717958327574746,6.942652136391513E-4,1.045349053999846,1.5703955709152764,1.5727953697309904,6.942647016127411E-4,1.0453490536789827,1.5703958026933356,1.5737949067083028,6.942640045865361E-4,1.0453490532347227,1.5703960345733783,1.574794443691163,
0.0027895498523118675,1.039804770204889,1.5691795606818897,1.5707958219006513,0.002789548678960743,1.0398047697571595,1.5691804922610129,1.5717939592296835,0.0027895467638033937,1.0398047688138476,1.5691814242604196,1.5727920965702948,0.002789544106858818,1.039804767374962,1.5691823566737753,1.5737902339295493,0.0027895407081530354,1.0398047654405376,1.569183289494752,1.5747883713145023,
0.006325348910901317,1.03056269334483,1.567112333552288,1.5707936941659615,0.006325343921122918,1.0305626917521058,1.5671144502231122,1.5717894621126058,0.006325337255180245,1.0305626890366062,1.5671165678385315,1.572785230098643,0.006325328913140108,1.030562685198367,1.5671186863842124,1.5737809981400708,0.006325318895085255,1.0305626802374401,1.5671208058458017,1.574776766252878,
0.011367347390306808,1.0176192336786982,1.5641295243171158,1.5707876586453693,0.011367332366700659,1.0176192293230149,1.5641333390576746,1.5717800320081183,0.011367314345757797,1.017619222951992,1.5641371554738641,1.5727724054758598,0.011367293327659534,1.0176192145656968,1.564140973539933,1.5737647790773144,0.011367269312615587,1.017619204164229,1.564144793230125,1.5747571528411646,
0.018007194295016044,1.0009689482484758,1.5601381031816977,1.570774038366929,0.018007157617117374,1.0009689381853866,1.560144168408861,1.5717619137197363,0.018007116221700155,1.000968924934586,1.5601502362435842,1.5727497893117213,0.018007070109180668,1.0009689084961895,1.5601563066451478,1.5737376651882764,0.018007019280019316,1.0009688888703983,1.560162379572781,1.5747255413947565,
0.026362150882872543,0.9806043955818526,1.5550120877147955,1.570747143370893,0.026362072896392988,0.980604374881237,1.5550210073279491,1.5717293156092231,0.026361988058850504,0.9806043495222106,1.5550299306698008,1.5727114883353166,0.026361896371093835,0.9806043195050266,1.555038857680864,1.5736936616154302,0.026361797834035073,0.9806042848300207,1.555047788301564,1.5746758355157846,
0.03657452457611101,0.9565164170288585,1.5485872355144066,1.5706984002920603,0.03657437401985642,0.9565163778178906,1.548599677759453,1.5716735381440314,0.03657421405018751,0.9565163321568925,1.5486121250224254,1.5726486769129309,0.036574044668691075,0.9565162800463254,1.5486245772209977,1.5736238166903098,0.036573865877039126,0.9565162214867472,1.5486370342727642,1.5745989575676902,
0.04881069670271844,0.9286953611387138,1.5406539302816131,1.5706150896792244,0.04881042583384777,0.9286952911494727,1.5406706419044502,1.5715817097609717,0.04881014254533404,0.9286952125706949,1.5406873599670852,1.5725483314632087,0.048809846839954305,0.9286951254031769,1.5407040843600337,1.5735149549074638,0.04880953872059566,0.9286950296478175,1.5407208149737097,1.574481580215232,
0.06325934911953475,0.8971341137023334,1.5309478555985256,1.5704785169437596,0.06325888708322391,0.8971339939812384,1.53096967795871,1.571434955905108,0.063258409164557,0.8971338631514826,1.5309915082569205,1.5723913975961565,0.06325791536814984,0.8971337212143528,1.5310133463519175,1.5733478421733114,0.06325740569875535,0.8971335681712774,1.5310351921023235,1.574304289792936,
0.0801281293492242,0.8618343570885685,1.5191380219374935,1.5702613487162296,0.08012737324464081,0.8618341582527328,1.519165910010987,1.5712057331158003,0.08012659733149269,0.8618339453722119,1.51919380751105,1.5721501219416096,0.08012580161713947,0.8618337184490326,1.5192217142598112,1.5730945153899776,0.08012498610910627,0.8618334774853813,1.5192496300792526,1.574038913657144,
